Date,Item Code,Item Desc,Category,Quantity,Total
7/1/17,235,HAMB FRANCESA,Hamburgers,41,5330
7/1/17,237,HAMB KANGREBURG,Hamburgers,60,7800
7/1/17,243,HAMB LENTEJAS,Hamburgers,16,1920
7/1/17,234,HAMB MEXICANA,Hamburgers,18,2340
7/1/17,233,HAMB NORMANDA,Hamburgers,15,1950
7/1/17,240,HAMB NORTEAMERI,Hamburgers,80,10400
7/1/17,244,HAMB QUINOA,Hamburgers,26,3120
7/1/17,242,HAMB SUIZA,Hamburgers,43,5590
7/1/17,232,HAMB VIKINGA,Hamburgers,75,9750
7/1/17,34,MILA DE BERENJE,Entries,8,1080
7/1/17,46,NACHOS,Apetizers,33,3135
7/1/17,32,PANCHO ALEMAN,Sausages,3,405
7/1/17,31,PANCHO PORTENO,Sausages,4,480
7/1/17,33,PANCHO YANKI,Sausages,1,145
7/1/17,24,PAPAS 4 QUESOS,Fries,62,6510
7/1/17,26,PAPAS BARBACOA,Fries,15,1500
7/1/17,28,PAPAS CHEDDAR,Fries,159,15105
7/1/17,22,PAPAS FRITAS,Fries,33,2475
7/1/17,25,PAPAS RUSTICAS,Fries,68,6800
7/1/17,190,POLLO BELGA,Sandwichs,8,1120
7/1/17,187,POLLO COSSAB,Sandwichs,7,980
7/1/17,159,QUESOS X 1,Tapas,10,1500
7/1/17,160,QUESOS X 2,Tapas,4,1120
7/1/17,54,RABAS,Apetizers,26,5200
7/1/17,56,RABAS C/SALSAS,Apetizers,5,1100
7/1/17,55,RABAS PROV,Apetizers,11,2310
7/1/17,40,SALCH ALEMANA,Sausages,17,2550
7/1/17,42,SALCH DIABLO,Sausages,33,5280
7/1/17,27,SALCHIPAPAS BEL,Fries,67,9045
7/1/17,191,SANWUCHE BERNA,Sandwichs,7,840
7/1/17,60,SUPER MILANESA,Entries,8,1160
7/1/17,45,TABLA BRATWURST,Sausages,5,2025
7/1/17,82,TAPEO X2,Tapas,163,44825
7/1/17,57,TIRITAS POLL,Apetizers,31,3410
7/1/17,62,TORTILLA,Entries,14,1610
7/1/17,63,TORTILLA ESP,Entries,17,2210
7/1/17,66,WRAP CARNE,Sandwichs,8,1200
7/1/17,65,WRAP POLLO,Sandwichs,15,2025
7/1/17,64,WRAP VEGETA,Sandwichs,8,960
8/1/17,29,ADICIONAL PANCE,Fries,3,405
8/1/17,150,BAVIERA X 1,Tapas,10,1500
8/1/17,151,BAVIERA X 2,Tapas,12,3360
8/1/17,59,BRUSQUETA HONG,Apetizers,7,735
8/1/17,58,BRUSQUETAS CRUD,Apetizers,9,810
8/1/17,79,C. CRUDO RUCULA,Pizzas,2,220
8/1/17,71,C. FUGAZZETA,Pizzas,4,380
8/1/17,75,C. JAMON,Pizzas,2,200
8/1/17,80,C. JAMON Y MORR,Pizzas,2,210
8/1/17,77,C. MORRONES,Pizzas,1,100
8/1/17,70,C. MUZZA,Pizzas,7,595
8/1/17,72,C. NAPOLITANA,Pizzas,2,200
8/1/17,49,CHOCOTORTA,Desserts,3,235
8/1/17,50,COPA MELBA,Desserts,15,1185
8/1/17,152,COSSAB X 1,Tapas,28,4340
8/1/17,153,COSSAB X 2,Tapas,26,7540
8/1/17,226,CUAD. DE MUZZA,Apetizers,24,2640
8/1/17,188,CUADRIL COSSAB,Sandwichs,6,930
8/1/17,189,CUDRIL VIKINGO,Sandwichs,10,1550
8/1/17,23,ESPAÑOLAS PICAN,Fries,8,720
8/1/17,173,G. CALABRESA,Pizzas,7,1260
8/1/17,178,G. CAPRESSE,Pizzas,2,360
8/1/17,179,G. CRUDO Y RUCU,Pizzas,5,1025
8/1/17,171,G. FUGAZZETA,Pizzas,1,175
8/1/17,175,G. JAMON,Pizzas,2,360
8/1/17,180,G. JAMON Y MORR,Pizzas,8,1560
8/1/17,177,G. MORRONES,Pizzas,2,390
8/1/17,170,G. MUZZA,Pizzas,7,1085
8/1/17,172,G. NAPOLITANA,Pizzas,2,360
8/1/17,176,G. PROVOLONE,Pizzas,4,780
8/1/17,174,G. ROQUEFORT,Pizzas,2,360
8/1/17,236,HAMB ALEMANA,Hamburgers,17,2210
8/1/17,231,HAMB ARGENTA,Hamburgers,4,520
8/1/17,238,HAMB BRASILERA,Hamburgers,13,1690
8/1/17,241,HAMB CALABAZA,Hamburgers,12,1440
8/1/17,239,HAMB CHARRUA,Hamburgers,9,1170
8/1/17,230,HAMB COSSAB,Hamburgers,21,2730
8/1/17,235,HAMB FRANCESA,Hamburgers,25,3250
8/1/17,237,HAMB KANGREBURG,Hamburgers,44,5720
8/1/17,243,HAMB LENTEJAS,Hamburgers,15,1800
8/1/17,234,HAMB MEXICANA,Hamburgers,17,2210
8/1/17,233,HAMB NORMANDA,Hamburgers,19,2470
8/1/17,240,HAMB NORTEAMERI,Hamburgers,68,8840
8/1/17,244,HAMB QUINOA,Hamburgers,25,3000
8/1/17,242,HAMB SUIZA,Hamburgers,38,4940
8/1/17,232,HAMB VIKINGA,Hamburgers,58,7540
8/1/17,34,MILA DE BERENJE,Entries,5,675
8/1/17,46,NACHOS,Apetizers,22,2090
8/1/17,31,PANCHO PORTENO,Sausages,1,120
8/1/17,33,PANCHO YANKI,Sausages,2,290
8/1/17,24,PAPAS 4 QUESOS,Fries,67,7035
8/1/17,26,PAPAS BARBACOA,Fries,14,1400
8/1/17,28,PAPAS CHEDDAR,Fries,91,8645
8/1/17,22,PAPAS FRITAS,Fries,45,3375
8/1/17,25,PAPAS RUSTICAS,Fries,47,4700
8/1/17,190,POLLO BELGA,Sandwichs,11,1540
8/1/17,187,POLLO COSSAB,Sandwichs,11,1540
8/1/17,159,QUESOS X 1,Tapas,10,1500
8/1/17,160,QUESOS X 2,Tapas,2,560
8/1/17,54,RABAS,Apetizers,18,3600
8/1/17,56,RABAS C/SALSAS,Apetizers,6,1320
8/1/17,55,RABAS PROV,Apetizers,10,2100
8/1/17,40,SALCH ALEMANA,Sausages,23,3450
8/1/17,42,SALCH DIABLO,Sausages,19,3040
8/1/17,27,SALCHIPAPAS BEL,Fries,68,9180
8/1/17,191,SANWUCHE BERNA,Sandwichs,6,720
8/1/17,60,SUPER MILANESA,Entries,9,1305
8/1/17,45,TABLA BRATWURST,Sausages,2,810
8/1/17,82,TAPEO X2,Tapas,133,36575
8/1/17,57,TIRITAS POLL,Apetizers,29,3190
8/1/17,62,TORTILLA,Entries,9,1035
8/1/17,63,TORTILLA ESP,Entries,11,1430
8/1/17,66,WRAP CARNE,Sandwichs,7,1050
8/1/17,65,WRAP POLLO,Sandwichs,22,2970
8/1/17,64,WRAP VEGETA,Sandwichs,8,960
9/1/17,29,ADICIONAL PANCE,Fries,4,560
9/1/17,150,BAVIERA X 1,Tapas,12,1845
9/1/17,151,BAVIERA X 2,Tapas,4,1150
9/1/17,90,BONDIOLA NEGRA,Entries,11,1870
9/1/17,59,BRUSQUETA HONG,Apetizers,2,220
9/1/17,58,BRUSQUETAS CRUD,Apetizers,5,475
9/1/17,78,C. CAPRESSE,Pizzas,1,100
9/1/17,79,C. CRUDO RUCULA,Pizzas,3,345
9/1/17,75,C. JAMON,Pizzas,2,205
9/1/17,80,C. JAMON Y MORR,Pizzas,3,330
9/1/17,77,C. MORRONES,Pizzas,1,105
9/1/17,70,C. MUZZA,Pizzas,5,445
9/1/17,72,C. NAPOLITANA,Pizzas,1,105
9/1/17,49,CHOCOTORTA,Desserts,2,160
9/1/17,50,COPA MELBA,Desserts,11,880
9/1/17,152,COSSAB X 1,Tapas,33,5250
9/1/17,153,COSSAB X 2,Tapas,28,8300
9/1/17,226,CUAD. DE MUZZA,Apetizers,43,4935
9/1/17,188,CUADRIL COSSAB,Sandwichs,11,1750
9/1/17,189,CUDRIL VIKINGO,Sandwichs,8,1265
9/1/17,23,ESPAÑOLAS PICAN,Fries,16,1515
9/1/17,173,G. CALABRESA,Pizzas,3,570
9/1/17,178,G. CAPRESSE,Pizzas,2,380
9/1/17,179,G. CRUDO Y RUCU,Pizzas,5,1050
9/1/17,171,G. FUGAZZETA,Pizzas,3,555
9/1/17,175,G. JAMON,Pizzas,2,370
9/1/17,180,G. JAMON Y MORR,Pizzas,9,1835
9/1/17,170,G. MUZZA,Pizzas,13,2070
9/1/17,172,G. NAPOLITANA,Pizzas,5,950
9/1/17,176,G. PROVOLONE,Pizzas,3,615
9/1/17,174,G. ROQUEFORT,Pizzas,1,180
9/1/17,236,HAMB ALEMANA,Hamburgers,26,3495
9/1/17,231,HAMB ARGENTA,Hamburgers,10,1340
9/1/17,238,HAMB BRASILERA,Hamburgers,18,2415
9/1/17,241,HAMB CALABAZA,Hamburgers,9,1115
9/1/17,239,HAMB CHARRUA,Hamburgers,10,1345
9/1/17,230,HAMB COSSAB,Hamburgers,28,3735
9/1/17,235,HAMB FRANCESA,Hamburgers,47,6275
9/1/17,237,HAMB KANGREBURG,Hamburgers,64,8605
9/1/17,243,HAMB LENTEJAS,Hamburgers,16,1970
9/1/17,234,HAMB MEXICANA,Hamburgers,29,3895
9/1/17,233,HAMB NORMANDA,Hamburgers,20,2675
9/1/17,240,HAMB NORTEAMERI,Hamburgers,92,12350
9/1/17,244,HAMB QUINOA,Hamburgers,21,2620
9/1/17,242,HAMB SUIZA,Hamburgers,51,6820
9/1/17,232,HAMB VIKINGA,Hamburgers,57,7635
9/1/17,34,MILA DE BERENJE,Entries,4,550
9/1/17,46,NACHOS,Apetizers,22,2175
9/1/17,32,PANCHO ALEMAN,Sausages,4,560
9/1/17,31,PANCHO PORTENO,Sausages,1,125
9/1/17,33,PANCHO YANKI,Sausages,5,750
9/1/17,24,PAPAS 4 QUESOS,Fries,51.5,5615
9/1/17,26,PAPAS BARBACOA,Fries,5,520
9/1/17,28,PAPAS CHEDDAR,Fries,98,9705
9/1/17,22,PAPAS FRITAS,Fries,38,3030
9/1/17,25,PAPAS RUSTICAS,Fries,53,5515
9/1/17,190,POLLO BELGA,Sandwichs,10,1440
9/1/17,187,POLLO COSSAB,Sandwichs,8,1145
9/1/17,159,QUESOS X 1,Tapas,8,1235
9/1/17,160,QUESOS X 2,Tapas,1,290
9/1/17,54,RABAS,Apetizers,19,3880
9/1/17,56,RABAS C/SALSAS,Apetizers,8,1800
9/1/17,55,RABAS PROV,Apetizers,16,3430
9/1/17,40,SALCH ALEMANA,Sausages,20,3085
9/1/17,42,SALCH DIABLO,Sausages,7,1160
9/1/17,27,SALCHIPAPAS BEL,Fries,53,7375
9/1/17,191,SANWUCHE BERNA,Sandwichs,15,1850
9/1/17,60,SUPER MILANESA,Entries,12,1795
9/1/17,45,TABLA BRATWURST,Sausages,5,2045
9/1/17,82,TAPEO X2,Tapas,158,45430
9/1/17,57,TIRITAS POLL,Apetizers,34,3880
9/1/17,62,TORTILLA,Entries,9,1065
9/1/17,63,TORTILLA ESP,Entries,17,2285
9/1/17,66,WRAP CARNE,Sandwichs,10,1545
9/1/17,65,WRAP POLLO,Sandwichs,16,2230
9/1/17,64,WRAP VEGETA,Sandwichs,6,750
10/1/17,150,BAVIERA X 1,Tapas,5,750
10/1/17,151,BAVIERA X 2,Tapas,8,2280
10/1/17,90,BONDIOLA NEGRA,Entries,11,1870
10/1/17,59,BRUSQUETA HONG,Apetizers,2,205
10/1/17,58,BRUSQUETAS CRUD,Apetizers,5,515
10/1/17,73,C. CALABRESA,Pizzas,4,420
10/1/17,78,C. CAPRESSE,Pizzas,2,195
10/1/17,79,C. CRUDO RUCULA,Pizzas,1,115
10/1/17,71,C. FUGAZZETA,Pizzas,4,400
10/1/17,75,C. JAMON,Pizzas,1,105
10/1/17,80,C. JAMON Y MORR,Pizzas,2,220
10/1/17,77,C. MORRONES,Pizzas,1,105
10/1/17,70,C. MUZZA,Pizzas,11,960
10/1/17,72,C. NAPOLITANA,Pizzas,5,525
10/1/17,76,C. PROVOLONE,Pizzas,2,220
10/1/17,49,CHOCOTORTA,Desserts,7,575
10/1/17,50,COPA MELBA,Desserts,18,1415
10/1/17,152,COSSAB X 1,Tapas,25,3940
10/1/17,153,COSSAB X 2,Tapas,34,10120
10/1/17,226,CUAD. DE MUZZA,Apetizers,37,4195
10/1/17,188,CUADRIL COSSAB,Sandwichs,9,1440
10/1/17,189,CUDRIL VIKINGO,Sandwichs,10,1585
10/1/17,23,ESPAÑOLAS PICAN,Fries,16,1510
10/1/17,173,G. CALABRESA,Pizzas,2,380
10/1/17,178,G. CAPRESSE,Pizzas,1,190
10/1/17,179,G. CRUDO Y RUCU,Pizzas,7,1470
10/1/17,171,G. FUGAZZETA,Pizzas,1,185
10/1/17,175,G. JAMON,Pizzas,2,380
10/1/17,180,G. JAMON Y MORR,Pizzas,3,615
10/1/17,177,G. MORRONES,Pizzas,2,380
10/1/17,170,G. MUZZA,Pizzas,11,1760
10/1/17,172,G. NAPOLITANA,Pizzas,8,1520
10/1/17,176,G. PROVOLONE,Pizzas,4,820
10/1/17,174,G. ROQUEFORT,Pizzas,2,380
10/1/17,236,HAMB ALEMANA,Hamburgers,20,2700
10/1/17,231,HAMB ARGENTA,Hamburgers,11,1470
10/1/17,238,HAMB BRASILERA,Hamburgers,22,2970
10/1/17,241,HAMB CALABAZA,Hamburgers,10,1250
10/1/17,239,HAMB CHARRUA,Hamburgers,11,1440
10/1/17,230,HAMB COSSAB,Hamburgers,24,3180
10/1/17,235,HAMB FRANCESA,Hamburgers,31,4125
10/1/17,237,HAMB KANGREBURG,Hamburgers,43,5760
10/1/17,243,HAMB LENTEJAS,Hamburgers,16,1970
10/1/17,234,HAMB MEXICANA,Hamburgers,19,2550
10/1/17,233,HAMB NORMANDA,Hamburgers,14,1890
10/1/17,240,HAMB NORTEAMERI,Hamburgers,72,9675
10/1/17,244,HAMB QUINOA,Hamburgers,22,2705
10/1/17,242,HAMB SUIZA,Hamburgers,38,5070
10/1/17,232,HAMB VIKINGA,Hamburgers,56,7515
10/1/17,34,MILA DE BERENJE,Entries,4,560
10/1/17,46,NACHOS,Apetizers,13,1300
10/1/17,32,PANCHO ALEMAN,Sausages,3,420
10/1/17,31,PANCHO PORTENO,Sausages,2,250
10/1/17,33,PANCHO YANKI,Sausages,3,450
10/1/17,24,PAPAS 4 QUESOS,Fries,47,5185
10/1/17,26,PAPAS BARBACOA,Fries,15,1560
10/1/17,28,PAPAS CHEDDAR,Fries,102,10215
10/1/17,22,PAPAS FRITAS,Fries,40,3170
10/1/17,25,PAPAS RUSTICAS,Fries,44,4545
10/1/17,190,POLLO BELGA,Sandwichs,8,1160
10/1/17,187,POLLO COSSAB,Sandwichs,9,1290
10/1/17,159,QUESOS X 1,Tapas,6,910
10/1/17,160,QUESOS X 2,Tapas,7,1990
10/1/17,54,RABAS,Apetizers,17.6,3618
10/1/17,56,RABAS C/SALSAS,Apetizers,7,1565
10/1/17,55,RABAS PROV,Apetizers,15,3240
10/1/17,40,SALCH ALEMANA,Sausages,20,3100
10/1/17,42,SALCH DIABLO,Sausages,15,2550
10/1/17,27,SALCHIPAPAS BEL,Fries,66.7,9437.5
10/1/17,191,SANWUCHE BERNA,Sandwichs,12,1500
10/1/17,60,SUPER MILANESA,Entries,9,1300
10/1/17,61,SUPREMA FUGAZE,Entries,1,275
10/1/17,45,TABLA BRATWURST,Sausages,5,2050
10/1/17,82,TAPEO X2,Tapas,154,44100
10/1/17,57,TIRITAS POLL,Apetizers,34,3970
10/1/17,62,TORTILLA,Entries,11,1320
10/1/17,63,TORTILLA ESP,Entries,13,1735
10/1/17,66,WRAP CARNE,Sandwichs,12,1860
10/1/17,65,WRAP POLLO,Sandwichs,12,1680
10/1/17,64,WRAP VEGETA,Sandwichs,10,1250
11/1/17,150,BAVIERA X 1,Tapas,7,1085
11/1/17,151,BAVIERA X 2,Tapas,6,1740
11/1/17,90,BONDIOLA NEGRA,Entries,17,2890
11/1/17,59,BRUSQUETA HONG,Apetizers,4,580
11/1/17,58,BRUSQUETAS CRUD,Apetizers,4,460
11/1/17,78,C. CAPRESSE,Pizzas,3,315
11/1/17,79,C. CRUDO RUCULA,Pizzas,1,115
11/1/17,71,C. FUGAZZETA,Pizzas,1,100
11/1/17,75,C. JAMON,Pizzas,2,210
11/1/17,80,C. JAMON Y MORR,Pizzas,3,330
11/1/17,70,C. MUZZA,Pizzas,10,900
11/1/17,72,C. NAPOLITANA,Pizzas,7,735
11/1/17,76,C. PROVOLONE,Pizzas,1,110
11/1/17,74,C. ROQUEFORT,Pizzas,3,315
11/1/17,49,CHOCOTORTA,Desserts,12,1020
11/1/17,50,COPA MELBA,Desserts,14,1120
11/1/17,152,COSSAB X 1,Tapas,25,4000
11/1/17,153,COSSAB X 2,Tapas,39,11700
11/1/17,226,CUAD. DE MUZZA,Apetizers,40,4600
11/1/17,188,CUADRIL COSSAB,Sandwichs,4,640
11/1/17,189,CUDRIL VIKINGO,Sandwichs,11,1760
11/1/17,23,ESPAÑOLAS PICAN,Fries,23,2185
11/1/17,173,G. CALABRESA,Pizzas,3,570
11/1/17,179,G. CRUDO Y RUCU,Pizzas,8,1680
11/1/17,171,G. FUGAZZETA,Pizzas,3,555
11/1/17,175,G. JAMON,Pizzas,4,760
11/1/17,180,G. JAMON Y MORR,Pizzas,12,2460
11/1/17,177,G. MORRONES,Pizzas,3,570
11/1/17,170,G. MUZZA,Pizzas,15,2400
11/1/17,172,G. NAPOLITANA,Pizzas,9,1710
11/1/17,176,G. PROVOLONE,Pizzas,3,615
11/1/17,174,G. ROQUEFORT,Pizzas,4,760
11/1/17,236,HAMB ALEMANA,Hamburgers,33,4455
11/1/17,231,HAMB ARGENTA,Hamburgers,10,1350
11/1/17,238,HAMB BRASILERA,Hamburgers,25,3375
11/1/17,241,HAMB CALABAZA,Hamburgers,9,1125
11/1/17,239,HAMB CHARRUA,Hamburgers,12,1620
11/1/17,230,HAMB COSSAB,Hamburgers,27,3645
11/1/17,235,HAMB FRANCESA,Hamburgers,37,4995
11/1/17,237,HAMB KANGREBURG,Hamburgers,82,11070
11/1/17,243,HAMB LENTEJAS,Hamburgers,12,1500
11/1/17,234,HAMB MEXICANA,Hamburgers,31,4185
11/1/17,233,HAMB NORMANDA,Hamburgers,13,1755
11/1/17,240,HAMB NORTEAMERI,Hamburgers,99,13365
11/1/17,244,HAMB QUINOA,Hamburgers,39,4875
11/1/17,242,HAMB SUIZA,Hamburgers,67,9045
11/1/17,232,HAMB VIKINGA,Hamburgers,76,10260
11/1/17,34,MILA DE BERENJE,Entries,17,2380
11/1/17,46,NACHOS,Apetizers,21,2100
11/1/17,32,PANCHO ALEMAN,Sausages,3,420
11/1/17,31,PANCHO PORTENO,Sausages,2,250
11/1/17,33,PANCHO YANKI,Sausages,4,600
11/1/17,24,PAPAS 4 QUESOS,Fries,47,5405
11/1/17,26,PAPAS BARBACOA,Fries,16,1680
11/1/17,28,PAPAS CHEDDAR,Fries,122,12810
11/1/17,22,PAPAS FRITAS,Fries,67,5360
11/1/17,25,PAPAS RUSTICAS,Fries,63,6615
11/1/17,190,POLLO BELGA,Sandwichs,14,2030
11/1/17,187,POLLO COSSAB,Sandwichs,12,1740
11/1/17,159,QUESOS X 1,Tapas,10,1550
11/1/17,160,QUESOS X 2,Tapas,2,580
11/1/17,54,RABAS,Apetizers,26,5460
11/1/17,56,RABAS C/SALSAS,Apetizers,3,690
11/1/17,55,RABAS PROV,Apetizers,14,3080
11/1/17,40,SALCH ALEMANA,Sausages,18,2790
11/1/17,42,SALCH DIABLO,Sausages,19,3230
11/1/17,27,SALCHIPAPAS BEL,Fries,66,9900
11/1/17,191,SANWUCHE BERNA,Sandwichs,14,1750
11/1/17,60,SUPER MILANESA,Entries,6,900
11/1/17,45,TABLA BRATWURST,Sausages,10,4100
11/1/17,82,TAPEO X2,Tapas,145,42050
11/1/17,57,TIRITAS POLL,Apetizers,46,5520
11/1/17,62,TORTILLA,Entries,11,1320
11/1/17,63,TORTILLA ESP,Entries,12,1620
11/1/17,66,WRAP CARNE,Sandwichs,10,1550
11/1/17,65,WRAP POLLO,Sandwichs,20,2800
11/1/17,64,WRAP VEGETA,Sandwichs,11,1375
12/1/17,29,ADICIONAL PANCE,Fries,2,280
12/1/17,150,BAVIERA X 1,Tapas,12,1860
12/1/17,151,BAVIERA X 2,Tapas,13,3770
12/1/17,90,BONDIOLA NEGRA,Entries,14,2380
12/1/17,59,BRUSQUETA HONG,Apetizers,6,870
12/1/17,58,BRUSQUETAS CRUD,Apetizers,4,460
12/1/17,73,C. CALABRESA,Pizzas,4,420
12/1/17,78,C. CAPRESSE,Pizzas,1,105
12/1/17,75,C. JAMON,Pizzas,1,105
12/1/17,80,C. JAMON Y MORR,Pizzas,1,110
12/1/17,70,C. MUZZA,Pizzas,12,1080
12/1/17,72,C. NAPOLITANA,Pizzas,2,210
12/1/17,76,C. PROVOLONE,Pizzas,3,330
12/1/17,74,C. ROQUEFORT,Pizzas,1,105
12/1/17,49,CHOCOTORTA,Desserts,7,595
12/1/17,50,COPA MELBA,Desserts,10,800
12/1/17,152,COSSAB X 1,Tapas,47,7520
12/1/17,153,COSSAB X 2,Tapas,58,17400
12/1/17,226,CUAD. DE MUZZA,Apetizers,60,6900
12/1/17,188,CUADRIL COSSAB,Sandwichs,11,1760
12/1/17,189,CUDRIL VIKINGO,Sandwichs,9,1440
12/1/17,23,ESPAÑOLAS PICAN,Fries,19,1805
12/1/17,173,G. CALABRESA,Pizzas,2,380
12/1/17,178,G. CAPRESSE,Pizzas,6,1140
12/1/17,179,G. CRUDO Y RUCU,Pizzas,11,2310
12/1/17,171,G. FUGAZZETA,Pizzas,4,740
12/1/17,175,G. JAMON,Pizzas,5,950
12/1/17,180,G. JAMON Y MORR,Pizzas,5,1025
12/1/17,177,G. MORRONES,Pizzas,4,760
12/1/17,170,G. MUZZA,Pizzas,15,2400
12/1/17,172,G. NAPOLITANA,Pizzas,7,1330
12/1/17,176,G. PROVOLONE,Pizzas,1,205
12/1/17,174,G. ROQUEFORT,Pizzas,1,190
12/1/17,236,HAMB ALEMANA,Hamburgers,16,2160
12/1/17,231,HAMB ARGENTA,Hamburgers,17,2295
12/1/17,238,HAMB BRASILERA,Hamburgers,29,3915
12/1/17,241,HAMB CALABAZA,Hamburgers,15,1875
12/1/17,239,HAMB CHARRUA,Hamburgers,19,2565
12/1/17,230,HAMB COSSAB,Hamburgers,24,3240
12/1/17,235,HAMB FRANCESA,Hamburgers,36,4860
12/1/17,237,HAMB KANGREBURG,Hamburgers,60,8100
12/1/17,243,HAMB LENTEJAS,Hamburgers,10,1250
12/1/17,234,HAMB MEXICANA,Hamburgers,43,5805
12/1/17,233,HAMB NORMANDA,Hamburgers,22,2970
12/1/17,240,HAMB NORTEAMERI,Hamburgers,127,17145
12/1/17,244,HAMB QUINOA,Hamburgers,50,6250
12/1/17,242,HAMB SUIZA,Hamburgers,62,8370
12/1/17,232,HAMB VIKINGA,Hamburgers,70,9450
12/1/17,34,MILA DE BERENJE,Entries,8,1120
12/1/17,46,NACHOS,Apetizers,24,2400
12/1/17,32,PANCHO ALEMAN,Sausages,3,420
12/1/17,31,PANCHO PORTENO,Sausages,4,500
12/1/17,33,PANCHO YANKI,Sausages,1,150
12/1/17,24,PAPAS 4 QUESOS,Fries,73,8395
12/1/17,26,PAPAS BARBACOA,Fries,17,1785
12/1/17,28,PAPAS CHEDDAR,Fries,162,17010
12/1/17,22,PAPAS FRITAS,Fries,67.5,5400
12/1/17,25,PAPAS RUSTICAS,Fries,57,5985
12/1/17,190,POLLO BELGA,Sandwichs,7,1015
12/1/17,187,POLLO COSSAB,Sandwichs,10,1450
12/1/17,159,QUESOS X 1,Tapas,10,1550
12/1/17,160,QUESOS X 2,Tapas,7,2030
12/1/17,54,RABAS,Apetizers,29,6090
12/1/17,56,RABAS C/SALSAS,Apetizers,4,920
12/1/17,55,RABAS PROV,Apetizers,14,3080
12/1/17,40,SALCH ALEMANA,Sausages,27,4185
12/1/17,42,SALCH DIABLO,Sausages,15,2550
12/1/17,27,SALCHIPAPAS BEL,Fries,87.6,13140
12/1/17,191,SANWUCHE BERNA,Sandwichs,11,1375
12/1/17,60,SUPER MILANESA,Entries,12,1800
12/1/17,45,TABLA BRATWURST,Sausages,11,4510
12/1/17,82,TAPEO X2,Tapas,177,51330
12/1/17,57,TIRITAS POLL,Apetizers,47,5640
12/1/17,62,TORTILLA,Entries,11,1320
12/1/17,63,TORTILLA ESP,Entries,20,2700
12/1/17,66,WRAP CARNE,Sandwichs,4,620
12/1/17,65,WRAP POLLO,Sandwichs,27,3780
12/1/17,64,WRAP VEGETA,Sandwichs,14,1750
1/1/18,29,ADICIONAL PANCE,Fries,1,140
1/1/18,150,BAVIERA X 1,Tapas,8,1290
1/1/18,151,BAVIERA X 2,Tapas,10,2970
1/1/18,90,BONDIOLA NEGRA,Entries,15,2605
1/1/18,59,BRUSQUETA HONG,Apetizers,7,1050
1/1/18,58,BRUSQUETAS CRUD,Apetizers,10,1195
1/1/18,78,C. CAPRESSE,Pizzas,1,110
1/1/18,79,C. CRUDO RUCULA,Pizzas,2,240
1/1/18,75,C. JAMON,Pizzas,1,110
1/1/18,80,C. JAMON Y MORR,Pizzas,1,115
1/1/18,70,C. MUZZA,Pizzas,15,1415
1/1/18,72,C. NAPOLITANA,Pizzas,5,550
1/1/18,76,C. PROVOLONE,Pizzas,3,345
1/1/18,49,CHOCOTORTA,Desserts,12,1020
1/1/18,50,COPA MELBA,Desserts,16,1280
1/1/18,152,COSSAB X 1,Tapas,40,6585
1/1/18,153,COSSAB X 2,Tapas,31,9600
1/1/18,226,CUAD. DE MUZZA,Apetizers,42,5015
1/1/18,188,CUADRIL COSSAB,Sandwichs,9,1485
1/1/18,189,CUDRIL VIKINGO,Sandwichs,7,1155
1/1/18,23,ESPAÑOLAS PICAN,Fries,20,1985
1/1/18,173,G. CALABRESA,Pizzas,1,210
1/1/18,178,G. CAPRESSE,Pizzas,3,600
1/1/18,179,G. CRUDO Y RUCU,Pizzas,17,3740
1/1/18,171,G. FUGAZZETA,Pizzas,1,195
1/1/18,175,G. JAMON,Pizzas,4,780
1/1/18,180,G. JAMON Y MORR,Pizzas,4,860
1/1/18,177,G. MORRONES,Pizzas,1,200
1/1/18,170,G. MUZZA,Pizzas,17,2810
1/1/18,172,G. NAPOLITANA,Pizzas,2,400
1/1/18,176,G. PROVOLONE,Pizzas,7,1495
1/1/18,236,HAMB ALEMANA,Hamburgers,20,2765
1/1/18,231,HAMB ARGENTA,Hamburgers,18,2500
1/1/18,238,HAMB BRASILERA,Hamburgers,17,2370
1/1/18,241,HAMB CALABAZA,Hamburgers,7,905
1/1/18,239,HAMB CHARRUA,Hamburgers,18,2520
1/1/18,230,HAMB COSSAB,Hamburgers,13,1815
1/1/18,235,HAMB FRANCESA,Hamburgers,33,4615
1/1/18,237,HAMB KANGREBURG,Hamburgers,60,8375
1/1/18,243,HAMB LENTEJAS,Hamburgers,11,1420
1/1/18,234,HAMB MEXICANA,Hamburgers,22,3060
1/1/18,233,HAMB NORMANDA,Hamburgers,17,2365
1/1/18,240,HAMB NORTEAMERI,Hamburgers,86,11980
1/1/18,244,HAMB QUINOA,Hamburgers,24,3100
1/1/18,242,HAMB SUIZA,Hamburgers,57,7955
1/1/18,232,HAMB VIKINGA,Hamburgers,71,9890
1/1/18,34,MILA DE BERENJE,Entries,9,1305
1/1/18,46,NACHOS,Apetizers,24,2590
1/1/18,32,PANCHO ALEMAN,Sausages,3,435
1/1/18,31,PANCHO PORTENO,Sausages,7,905
1/1/18,24,PAPAS 4 QUESOS,Fries,74,8820
1/1/18,26,PAPAS BARBACOA,Fries,8,865
1/1/18,28,PAPAS CHEDDAR,Fries,132,14385
1/1/18,22,PAPAS FRITAS,Fries,58,4890
1/1/18,25,PAPAS RUSTICAS,Fries,47,5500
