"Date","Item Code","Item Desc","Category","Quantity","Total"
"42795.0","62","TORTILLA","Entries","15.0","1500.0"
"42795.0","63","TORTILLA ESP","Entries","21.0","2415.0"
"42826.0","29","ADICIONAL PANCE","Fries","2.0","250.0"
"42826.0","150","BAVIERA X 1","Tapas","13.0","1690.0"
"42826.0","151","BAVIERA X 2","Tapas","13.0","3250.0"
"42826.0","59","BRUSQUETA HONG","Apetizers","11.0","1045.0"
"42826.0","58","BRUSQUETAS CRUD","Apetizers","16.0","1280.0"
"42826.0","78","C. CAPRESSE","Pizzas","2.0","180.0"
"42826.0","79","C. CRUDO RUCULA","Pizzas","2.0","200.0"
"42826.0","71","C. FUGAZZETA","Pizzas","2.0","170.0"
"42826.0","75","C. JAMON","Pizzas","2.0","180.0"
"42826.0","80","C. JAMON Y MORR","Pizzas","2.0","200.0"
"42826.0","77","C. MORRONES","Pizzas","1.0","90.0"
"42826.0","70","C. MUZZA","Pizzas","8.0","600.0"
"42826.0","72","C. NAPOLITANA","Pizzas","2.0","180.0"
"42826.0","76","C. PROVOLONE","Pizzas","4.0","380.0"
"42826.0","74","C. ROQUEFORT","Pizzas","1.0","90.0"
"42826.0","49","CHOCOTORTA","Desserts","1.0","75.0"
"42826.0","50","COPA MELBA","Desserts","21.0","1575.0"
"42826.0","152","COSSAB X 1","Tapas","39.0","5460.0"
"42826.0","153","COSSAB X 2","Tapas","38.0","9880.0"
"42826.0","226","CUAD. DE MUZZA","Apetizers","22.0","2200.0"
"42826.0","188","CUADRIL COSSAB","Sandwichs","6.0","870.0"
"42826.0","189","CUDRIL VIKINGO","Sandwichs","13.0","1885.0"
"42826.0","23","ESPAÑOLAS PICAN","Fries","25.0","2125.0"
"42826.0","173","G. CALABRESA","Pizzas","4.0","640.0"
"42826.0","178","G. CAPRESSE","Pizzas","5.0","775.0"
"42826.0","179","G. CRUDO Y RUCU","Pizzas","5.0","850.0"
"42826.0","171","G. FUGAZZETA","Pizzas","3.0","450.0"
"42826.0","175","G. JAMON","Pizzas","6.0","960.0"
"42826.0","180","G. JAMON Y MORR","Pizzas","15.0","2700.0"
"42826.0","177","G. MORRONES","Pizzas","1.0","160.0"
"42826.0","170","G. MUZZA","Pizzas","16.0","2160.0"
"42826.0","172","G. NAPOLITANA","Pizzas","8.0","1240.0"
"42826.0","176","G. PROVOLONE","Pizzas","6.0","990.0"
"42826.0","174","G. ROQUEFORT","Pizzas","4.0","640.0"
"42826.0","236","HAMB ALEMANA","Hamburgers","13.0","1560.0"
"42826.0","231","HAMB ARGENTA","Hamburgers","9.0","1080.0"
"42826.0","238","HAMB BRASILERA","Hamburgers","14.0","1680.0"
"42826.0","241","HAMB CALABAZA","Hamburgers","14.0","1540.0"
"42826.0","239","HAMB CHARRUA","Hamburgers","9.0","1080.0"
"42826.0","230","HAMB COSSAB","Hamburgers","21.0","2520.0"
"42826.0","235","HAMB FRANCESA","Hamburgers","26.0","3120.0"
"42826.0","237","HAMB KANGREBURG","Hamburgers","54.0","6480.0"
"42826.0","243","HAMB LENTEJAS","Hamburgers","19.0","2090.0"
"42826.0","234","HAMB MEXICANA","Hamburgers","30.0","3600.0"
"42826.0","233","HAMB NORMANDA","Hamburgers","10.0","1200.0"
"42826.0","240","HAMB NORTEAMERI","Hamburgers","71.0","8520.0"
"42826.0","244","HAMB QUINOA","Hamburgers","31.0","3410.0"
"42826.0","242","HAMB SUIZA","Hamburgers","47.0","5640.0"
"42826.0","232","HAMB VIKINGA","Hamburgers","69.0","8280.0"
"42826.0","46","NACHOS","Apetizers","30.0","2550.0"
"42826.0","24","PAPAS 4 QUESOS","Fries","67.0","6030.0"
"42826.0","26","PAPAS BARBACOA","Fries","11.0","990.0"
"42826.0","28","PAPAS CHEDDAR","Fries","131.0","11790.0"
"42826.0","22","PAPAS FRITAS","Fries","36.0","2520.0"
"42826.0","25","PAPAS RUSTICAS","Fries","59.0","5310.0"
"42826.0","190","POLLO BELGA","Sandwichs","12.0","1560.0"
"42826.0","187","POLLO COSSAB","Sandwichs","13.0","1690.0"
"42826.0","159","QUESOS X 1","Tapas","8.0","1080.0"
"42826.0","160","QUESOS X 2","Tapas","4.0","1000.0"
"42826.0","54","RABAS","Apetizers","22.0","4180.0"
"42826.0","56","RABAS C/SALSAS","Apetizers","2.0","430.0"
"42826.0","55","RABAS PROV","Apetizers","8.0","1600.0"
"42826.0","40","SALCH ALEMANA","Sausages","18.0","2430.0"
"42826.0","42","SALCH DIABLO","Sausages","11.0","1595.0"
"42826.0","27","SALCHIPAPAS BEL","Fries","88.0","11000.0"
"42826.0","191","SANWUCHE BERNA","Sandwichs","9.0","990.0"
"42826.0","60","SUPER MILANESA","Entries","7.0","875.0"
"42826.0","61","SUPREMA FUGAZE","Entries","2.0","550.0"
"42826.0","45","TABLA BRATWURST","Sausages","5.0","1800.0"
"42826.0","82","TAPEO X2","Tapas","193.0","48250.0"
"42826.0","57","TIRITAS POLL","Apetizers","38.0","3800.0"
"42826.0","62","TORTILLA","Entries","7.0","700.0"
"42826.0","63","TORTILLA ESP","Entries","16.0","1840.0"
"42856.0","150","BAVIERA X 1","Tapas","6.0","840.0"
"42856.0","151","BAVIERA X 2","Tapas","9.0","2340.0"
"42856.0","59","BRUSQUETA HONG","Apetizers","5.0","500.0"
"42856.0","58","BRUSQUETAS CRUD","Apetizers","8.0","680.0"
"42856.0","78","C. CAPRESSE","Pizzas","1.0","95.0"
"42856.0","79","C. CRUDO RUCULA","Pizzas","5.0","525.0"
"42856.0","71","C. FUGAZZETA","Pizzas","1.0","90.0"
"42856.0","75","C. JAMON","Pizzas","3.0","285.0"
"42856.0","80","C. JAMON Y MORR","Pizzas","1.0","100.0"
"42856.0","77","C. MORRONES","Pizzas","1.0","95.0"
"42856.0","70","C. MUZZA","Pizzas","5.0","400.0"
"42856.0","72","C. NAPOLITANA","Pizzas","1.0","95.0"
"42856.0","76","C. PROVOLONE","Pizzas","2.0","200.0"
"42856.0","74","C. ROQUEFORT","Pizzas","2.0","180.0"
